   Fecha	            Reservas
   04-01-2010   	    48.068.000,00000000000  
   05-01-2010   	    47.974.000,00000000000  
   06-01-2010   	    48.092.000,00000000000  
   07-01-2010   	    48.100.000,00000000000  
   08-01-2010   	    48.085.000,00000000000  
   11-01-2010   	    48.192.000,00000000000  
   12-01-2010   	    48.146.000,00000000000  
   13-01-2010   	    48.140.000,00000000000  
   14-01-2010   	    48.303.000,00000000000  
   15-01-2010   	    48.015.000,00000000000  
   18-01-2010   	    48.108.000,00000000000  
   19-01-2010   	    48.141.000,00000000000  
   20-01-2010   	    48.067.000,00000000000  
   21-01-2010   	    48.114.000,00000000000  
   22-01-2010   	    48.277.000,00000000000  
   25-01-2010   	    48.317.000,00000000000  
   26-01-2010   	    48.201.000,00000000000  
   27-01-2010   	    48.161.000,00000000000  
   28-01-2010   	    48.064.000,00000000000  
   29-01-2010   	    48.129.000,00000000000  
   01-02-2010   	    48.059.000,00000000000  
   02-02-2010   	    48.031.000,00000000000  
   03-02-2010   	    48.154.000,00000000000  
   04-02-2010   	    47.987.000,00000000000  
   05-02-2010   	    48.051.000,00000000000  
   08-02-2010   	    47.892.000,00000000000  
   09-02-2010   	    48.034.000,00000000000  
   10-02-2010   	    48.062.000,00000000000  
   11-02-2010   	    48.034.000,00000000000  
   12-02-2010   	    48.037.000,00000000000  
   15-02-2010   	    48.048.000,00000000000  
   16-02-2010   	    48.016.000,00000000000  
   17-02-2010   	    48.019.000,00000000000  
   18-02-2010   	    47.939.000,00000000000  
   19-02-2010   	    47.951.000,00000000000  
   22-02-2010   	    47.905.000,00000000000  
   23-02-2010   	    47.801.000,00000000000  
   24-02-2010   	    47.773.000,00000000000  
   25-02-2010   	    47.698.000,00000000000  
   26-02-2010   	    47.758.000,00000000000  
   01-03-2010   	    47.716.000,00000000000  
   02-03-2010   	    47.714.000,00000000000  
   03-03-2010   	    47.699.000,00000000000  
   04-03-2010   	    47.727.000,00000000000  
   05-03-2010   	    47.709.000,00000000000  
   08-03-2010   	    47.659.000,00000000000  
   09-03-2010   	    47.670.000,00000000000  
   10-03-2010   	    47.632.000,00000000000  
   11-03-2010   	    47.727.000,00000000000  
   12-03-2010   	    47.834.000,00000000000  
   15-03-2010   	    47.753.000,00000000000  
   16-03-2010   	    47.835.000,00000000000  
   17-03-2010   	    47.837.000,00000000000  
   18-03-2010   	    47.823.000,00000000000  
   19-03-2010   	    47.661.000,00000000000  
   22-03-2010   	    47.612.000,00000000000  
   23-03-2010   	    47.602.000,00000000000  
   25-03-2010   	    47.589.000,00000000000  
   26-03-2010   	    47.622.000,00000000000  
   29-03-2010   	    47.589.000,00000000000  
   30-03-2010   	    47.415.000,00000000000  
   31-03-2010   	    47.460.000,00000000000  
   05-04-2010   	    47.472.000,00000000000  
   06-04-2010   	    47.975.000,00000000000  
   07-04-2010   	    47.366.000,00000000000  
   08-04-2010   	    47.300.000,00000000000  
   09-04-2010   	    47.265.000,00000000000  
   12-04-2010   	    47.359.000,00000000000  
   13-04-2010   	    47.474.000,00000000000  
   14-04-2010   	    47.476.000,00000000000  
   15-04-2010   	    47.383.000,00000000000  
   16-04-2010   	    47.314.000,00000000000  
   19-04-2010   	    47.457.000,00000000000  
   20-04-2010   	    47.571.000,00000000000  
   21-04-2010   	    47.643.000,00000000000  
   22-04-2010   	    47.685.000,00000000000  
   23-04-2010   	    47.692.000,00000000000  
   26-04-2010   	    47.825.000,00000000000  
   27-04-2010   	    47.893.000,00000000000  
   28-04-2010   	    47.924.000,00000000000  
   29-04-2010   	    48.032.000,00000000000  
   30-04-2010   	    48.067.000,00000000000  
   03-05-2010   	    48.058.000,00000000000  
   04-05-2010   	    48.033.000,00000000000  
   05-05-2010   	    47.925.000,00000000000  
   06-05-2010   	    47.906.000,00000000000  
   07-05-2010   	    48.131.000,00000000000  
   10-05-2010   	    48.170.000,00000000000  
   11-05-2010   	    48.176.000,00000000000  
   12-05-2010   	    48.314.000,00000000000  
   13-05-2010   	    48.390.000,00000000000  
   14-05-2010   	    48.420.000,00000000000  
   17-05-2010   	    48.402.000,00000000000  
   18-05-2010   	    48.451.000,00000000000  
   19-05-2010   	    48.433.000,00000000000  
   20-05-2010   	    48.601.000,00000000000  
   21-05-2010   	    48.841.000,00000000000  
   26-05-2010   	    48.867.000,00000000000  
   27-05-2010   	    48.932.000,00000000000  
   28-05-2010   	    48.981.000,00000000000  
   31-05-2010   	    49.000.000,00000000000  
   01-06-2010   	    48.873.000,00000000000  
   02-06-2010   	    48.812.000,00000000000  
   03-06-2010   	    48.785.000,00000000000  
   04-06-2010   	    48.896.000,00000000000  
   07-06-2010   	    48.788.000,00000000000  
   08-06-2010   	    48.799.000,00000000000  
   09-06-2010   	    48.922.000,00000000000  
   10-06-2010   	    48.966.000,00000000000  
   11-06-2010   	    49.006.000,00000000000  
   14-06-2010   	    48.958.000,00000000000  
   15-06-2010   	    49.069.000,00000000000  
   16-06-2010   	    49.279.000,00000000000  
   17-06-2010   	    49.518.000,00000000000  
   18-06-2010   	    49.563.000,00000000000  
   22-06-2010   	    49.661.000,00000000000  
   23-06-2010   	    49.600.000,00000000000  
   24-06-2010   	    49.684.000,00000000000  
   25-06-2010   	    49.698.000,00000000000  
   28-06-2010   	    49.614.000,00000000000  
   29-06-2010   	    49.249.000,00000000000  
   30-06-2010   	    49.240.000,00000000000  
   01-07-2010   	    49.325.000,00000000000  
   02-07-2010   	    49.462.000,00000000000  
   05-07-2010   	    49.448.000,00000000000  
   06-07-2010   	    49.627.000,00000000000  
   07-07-2010   	    49.850.000,00000000000  
   08-07-2010   	    50.131.000,00000000000  
   12-07-2010   	    50.177.000,00000000000  
   13-07-2010   	    50.315.000,00000000000  
   14-07-2010   	    50.500.000,00000000000  
   15-07-2010   	    50.643.000,00000000000  
   16-07-2010   	    50.743.000,00000000000  
   19-07-2010   	    50.765.000,00000000000  
   20-07-2010   	    50.861.000,00000000000  
   21-07-2010   	    50.902.000,00000000000  
   22-07-2010   	    50.988.000,00000000000  
   23-07-2010   	    50.995.000,00000000000  
   26-07-2010   	    51.016.000,00000000000  
   27-07-2010   	    51.079.000,00000000000  
   28-07-2010   	    51.081.000,00000000000  
   29-07-2010   	    51.081.000,00000000000  
   30-07-2010   	    51.073.000,00000000000  
   02-08-2010   	    51.084.000,00000000000  
   03-08-2010   	    49.897.000,00000000000  
   04-08-2010   	    49.991.000,00000000000  
   05-08-2010   	    50.045.000,00000000000  
   06-08-2010   	    49.990.000,00000000000  
   09-08-2010   	    50.026.000,00000000000  
   10-08-2010   	    50.004.000,00000000000  
   11-08-2010   	    49.940.000,00000000000  
   12-08-2010   	    50.071.000,00000000000  
   13-08-2010   	    50.109.000,00000000000  
   17-08-2010   	    50.176.000,00000000000  
   18-08-2010   	    50.198.000,00000000000  
   19-08-2010   	    50.183.000,00000000000  
   20-08-2010   	    50.173.000,00000000000  
   23-08-2010   	    50.240.000,00000000000  
   24-08-2010   	    50.266.000,00000000000  
   25-08-2010   	    50.315.000,00000000000  
   26-08-2010   	    50.339.000,00000000000  
   27-08-2010   	    50.353.000,00000000000  
   30-08-2010   	    50.319.000,00000000000  
   31-08-2010   	    50.348.000,00000000000  
   01-09-2010   	    50.469.000,00000000000  
   02-09-2010   	    50.455.000,00000000000  
   03-09-2010   	    50.539.000,00000000000  
   06-09-2010   	    50.546.000,00000000000  
   07-09-2010   	    50.575.000,00000000000  
   08-09-2010   	    50.646.000,00000000000  
   09-09-2010   	    50.741.000,00000000000  
   10-09-2010   	    50.795.000,00000000000  
   13-09-2010   	    50.841.000,00000000000  
   14-09-2010   	    50.988.000,00000000000  
   15-09-2010   	    51.001.000,00000000000  
   16-09-2010   	    51.101.000,00000000000  
   17-09-2010   	    51.088.000,00000000000  
   20-09-2010   	    51.126.000,00000000000  
   21-09-2010   	    51.157.000,00000000000  
   22-09-2010   	    51.215.000,00000000000  
   23-09-2010   	    51.270.000,00000000000  
   24-09-2010   	    51.171.000,00000000000  
   27-09-2010   	    51.218.000,00000000000  
   28-09-2010   	    51.240.000,00000000000  
   29-09-2010   	    51.110.000,00000000000  
   30-09-2010   	    51.125.000,00000000000  
   01-10-2010   	    51.236.000,00000000000  
   04-10-2010   	    51.512.000,00000000000  
   05-10-2010   	    51.443.000,00000000000  
   06-10-2010   	    51.480.000,00000000000  
   07-10-2010   	    51.508.000,00000000000  
   08-10-2010   	    51.528.000,00000000000  
   12-10-2010   	    51.456.000,00000000000  
   13-10-2010   	    51.558.000,00000000000  
   14-10-2010   	    51.655.000,00000000000  
   15-10-2010   	    51.541.000,00000000000  
   18-10-2010   	    51.499.000,00000000000  
   19-10-2010   	    51.555.000,00000000000  
   20-10-2010   	    51.609.000,00000000000  
   21-10-2010   	    51.768.000,00000000000  
   22-10-2010   	    51.708.000,00000000000  
   25-10-2010   	    51.806.000,00000000000  
   26-10-2010   	    51.863.000,00000000000  
   28-10-2010   	    51.920.000,00000000000  
   29-10-2010   	    51.918.000,00000000000  
   01-11-2010   	    52.018.000,00000000000  
   02-11-2010   	    52.119.000,00000000000  
   03-11-2010   	    52.211.000,00000000000  
   04-11-2010   	    52.291.000,00000000000  
   05-11-2010   	    52.284.000,00000000000  
   08-11-2010   	    52.261.000,00000000000  
   09-11-2010   	    52.293.000,00000000000  
   10-11-2010   	    52.295.000,00000000000  
   11-11-2010   	    52.274.000,00000000000  
   12-11-2010   	    52.265.000,00000000000  
   15-11-2010   	    52.251.000,00000000000  
   16-11-2010   	    52.216.000,00000000000  
   17-11-2010   	    52.239.000,00000000000  
   18-11-2010   	    52.326.000,00000000000  
   19-11-2010   	    52.373.000,00000000000  
   23-11-2010   	    52.268.000,00000000000  
   24-11-2010   	    52.266.000,00000000000  
   25-11-2010   	    52.262.000,00000000000  
   26-11-2010   	    52.157.000,00000000000  
   29-11-2010   	    51.985.000,00000000000  
   30-11-2010   	    51.896.000,00000000000  
   01-12-2010   	    51.820.000,00000000000  
   02-12-2010   	    51.816.000,00000000000  
   03-12-2010   	    51.958.000,00000000000  
   06-12-2010   	    51.962.000,00000000000  
   07-12-2010   	    51.982.000,00000000000  
   09-12-2010   	    51.944.000,00000000000  
   10-12-2010   	    51.958.000,00000000000  
   13-12-2010   	    52.069.000,00000000000  
   14-12-2010   	    52.111.000,00000000000  
   15-12-2010   	    52.057.000,00000000000  
   16-12-2010   	    52.143.000,00000000000  
   17-12-2010   	    52.152.000,00000000000  
   20-12-2010   	    52.223.000,00000000000  
   21-12-2010   	    52.267.000,00000000000  
   22-12-2010   	    52.381.000,00000000000  
   23-12-2010   	    52.346.000,00000000000  
   27-12-2010   	    52.358.000,00000000000  
   28-12-2010   	    52.481.000,00000000000  
   29-12-2010   	    52.585.000,00000000000  
   30-12-2010   	    52.145.000,00000000000  
   03-01-2011   	    52.179.000,00000000000  
   04-01-2011   	    52.185.000,00000000000  
   05-01-2011   	    52.215.000,00000000000  
   06-01-2011   	    52.197.000,00000000000  
   07-01-2011   	    52.119.000,00000000000  
   10-01-2011   	    52.141.000,00000000000  
   11-01-2011   	    52.201.000,00000000000  
   12-01-2011   	    52.206.000,00000000000  
   13-01-2011   	    52.307.000,00000000000  
   14-01-2011   	    52.331.000,00000000000  
   17-01-2011   	    52.329.000,00000000000  
   18-01-2011   	    52.407.000,00000000000  
   19-01-2011   	    52.468.000,00000000000  
   20-01-2011   	    52.503.000,00000000000  
   21-01-2011   	    52.510.000,00000000000  
   24-01-2011   	    52.528.000,00000000000  
   25-01-2011   	    52.569.000,00000000000  
   26-01-2011   	    52.654.000,00000000000  
   27-01-2011   	    52.624.000,00000000000  
   28-01-2011   	    52.574.000,00000000000  
   31-01-2011   	    52.618.000,00000000000  
   01-02-2011   	    52.647.000,00000000000  
   02-02-2011   	    52.606.000,00000000000  
   03-02-2011   	    52.535.000,00000000000  
   04-02-2011   	    52.509.000,00000000000  
   07-02-2011   	    52.448.000,00000000000  
   08-02-2011   	    52.470.000,00000000000  
   09-02-2011   	    52.496.000,00000000000  
   10-02-2011   	    52.479.000,00000000000  
   11-02-2011   	    52.387.000,00000000000  
   14-02-2011   	    52.373.000,00000000000  
   15-02-2011   	    52.357.000,00000000000  
   16-02-2011   	    52.419.000,00000000000  
   17-02-2011   	    52.444.000,00000000000  
   18-02-2011   	    52.432.000,00000000000  
   21-02-2011   	    52.431.000,00000000000  
   22-02-2011   	    52.338.000,00000000000  
   23-02-2011   	    52.332.000,00000000000  
   24-02-2011   	    52.362.000,00000000000  
   25-02-2011   	    52.306.000,00000000000  
   28-02-2011   	    52.318.000,00000000000  
   01-03-2011   	    52.313.000,00000000000  
   02-03-2011   	    52.352.000,00000000000  
   03-03-2011   	    52.390.000,00000000000  
   04-03-2011   	    52.364.000,00000000000  
   09-03-2011   	    52.365.000,00000000000  
   10-03-2011   	    52.330.000,00000000000  
   11-03-2011   	    52.379.000,00000000000  
   14-03-2011   	    52.439.000,00000000000  
   15-03-2011   	    52.340.000,00000000000  
   16-03-2011   	    52.342.000,00000000000  
   17-03-2011   	    52.374.000,00000000000  
   18-03-2011   	    52.439.000,00000000000  
   21-03-2011   	    52.410.000,00000000000  
   22-03-2011   	    52.502.000,00000000000  
   23-03-2011   	    52.550.000,00000000000  
   28-03-2011   	    51.667.000,00000000000  
   29-03-2011   	    51.420.000,00000000000  
   30-03-2011   	    51.334.000,00000000000  
   31-03-2011   	    51.298.000,00000000000  
   01-04-2011   	    51.302.000,00000000000  
   04-04-2011   	    51.210.000,00000000000  
   05-04-2011   	    51.330.000,00000000000  
   06-04-2011   	    51.405.000,00000000000  
   07-04-2011   	    51.481.000,00000000000  
   08-04-2011   	    51.541.000,00000000000  
   11-04-2011   	    51.605.000,00000000000  
   12-04-2011   	    51.633.000,00000000000  
   13-04-2011   	    51.658.000,00000000000  
   14-04-2011   	    51.710.000,00000000000  
   15-04-2011   	    51.638.000,00000000000  
   18-04-2011   	    51.564.000,00000000000  
   19-04-2011   	    51.642.000,00000000000  
   20-04-2011   	    51.739.000,00000000000  
   25-04-2011   	    51.837.000,00000000000  
   26-04-2011   	    52.094.000,00000000000  
   27-04-2011   	    51.882.000,00000000000  
   28-04-2011   	    51.908.000,00000000000  
   29-04-2011   	    52.011.000,00000000000  
   02-05-2011   	    51.990.000,00000000000  
   03-05-2011   	    52.011.000,00000000000  
   04-05-2011   	    51.993.000,00000000000  
   05-05-2011   	    51.900.000,00000000000  
   06-05-2011   	    51.897.000,00000000000  
   09-05-2011   	    51.894.000,00000000000  
   10-05-2011   	    51.975.000,00000000000  
   11-05-2011   	    51.929.000,00000000000  
   12-05-2011   	    52.000.000,00000000000  
   13-05-2011   	    52.031.000,00000000000  
   16-05-2011   	    52.002.000,00000000000  
   17-05-2011   	    51.959.000,00000000000  
   18-05-2011   	    51.950.000,00000000000  
   19-05-2011   	    51.919.000,00000000000  
   20-05-2011   	    51.909.000,00000000000  
   23-05-2011   	    51.893.000,00000000000  
   24-05-2011   	    51.965.000,00000000000  
   26-05-2011   	    52.066.000,00000000000  
   27-05-2011   	    52.150.000,00000000000  
   30-05-2011   	    52.148.000,00000000000  
   31-05-2011   	    52.060.000,00000000000  
   01-06-2011   	    52.001.000,00000000000  
   02-06-2011   	    52.028.000,00000000000  
   03-06-2011   	    52.046.000,00000000000  
   06-06-2011   	    52.043.000,00000000000  
   07-06-2011   	    52.066.000,00000000000  
   08-06-2011   	    52.039.000,00000000000  
   09-06-2011   	    52.070.000,00000000000  
   10-06-2011   	    52.131.000,00000000000  
   13-06-2011   	    52.176.000,00000000000  
   14-06-2011   	    52.206.000,00000000000  
   15-06-2011   	    52.147.000,00000000000  
   16-06-2011   	    52.160.000,00000000000  
   17-06-2011   	    52.208.000,00000000000  
   21-06-2011   	    52.236.000,00000000000  
   22-06-2011   	    52.259.000,00000000000  
   23-06-2011   	    52.153.000,00000000000  
   24-06-2011   	    52.089.000,00000000000  
   27-06-2011   	    52.036.000,00000000000  
   28-06-2011   	    52.090.000,00000000000  
   29-06-2011   	    51.794.000,00000000000  
   30-06-2011   	    51.695.000,00000000000  
   01-07-2011   	    51.749.000,00000000000  
   04-07-2011   	    51.779.000,00000000000  
   05-07-2011   	    51.525.000,00000000000  
   06-07-2011   	    51.566.000,00000000000  
   07-07-2011   	    51.601.000,00000000000  
   08-07-2011   	    51.588.000,00000000000  
   11-07-2011   	    51.611.000,00000000000  
   12-07-2011   	    51.713.000,00000000000  
   13-07-2011   	    51.879.000,00000000000  
   14-07-2011   	    52.023.000,00000000000  
   15-07-2011   	    52.031.000,00000000000  
   18-07-2011   	    52.003.000,00000000000  
   19-07-2011   	    51.969.000,00000000000  
   20-07-2011   	    51.987.000,00000000000  
   21-07-2011   	    51.982.000,00000000000  
   22-07-2011   	    51.988.000,00000000000  
   25-07-2011   	    51.934.000,00000000000  
   26-07-2011   	    52.016.000,00000000000  
   27-07-2011   	    52.025.000,00000000000  
   28-07-2011   	    51.968.000,00000000000  
   29-07-2011   	    51.923.000,00000000000  
   01-08-2011   	    51.853.000,00000000000  
   02-08-2011   	    51.863.000,00000000000  
   03-08-2011   	    52.001.000,00000000000  
   04-08-2011   	    51.722.000,00000000000  
   05-08-2011   	    50.318.000,00000000000  
   08-08-2011   	    50.277.000,00000000000  
   09-08-2011   	    50.226.000,00000000000  
   10-08-2011   	    50.333.000,00000000000  
   11-08-2011   	    50.293.000,00000000000  
   12-08-2011   	    50.330.000,00000000000  
   15-08-2011   	    50.210.000,00000000000  
   16-08-2011   	    50.150.000,00000000000  
   17-08-2011   	    50.119.000,00000000000  
   18-08-2011   	    50.072.000,00000000000  
   19-08-2011   	    50.102.000,00000000000  
   23-08-2011   	    50.109.000,00000000000  
   24-08-2011   	    50.061.000,00000000000  
   25-08-2011   	    50.041.000,00000000000  
   26-08-2011   	    50.090.000,00000000000  
   29-08-2011   	    50.043.000,00000000000  
   30-08-2011   	    50.036.000,00000000000  
   31-08-2011   	    49.990.000,00000000000  
   01-09-2011   	    49.913.000,00000000000  
   02-09-2011   	    49.956.000,00000000000  
   05-09-2011   	    49.954.000,00000000000  
   06-09-2011   	    49.773.000,00000000000  
   07-09-2011   	    49.676.000,00000000000  
   08-09-2011   	    49.691.000,00000000000  
   09-09-2011   	    49.688.000,00000000000  
   12-09-2011   	    49.586.000,00000000000  
   13-09-2011   	    49.589.000,00000000000  
   14-09-2011   	    49.556.000,00000000000  
   15-09-2011   	    49.452.000,00000000000  
   16-09-2011   	    49.424.000,00000000000  
   19-09-2011   	    49.231.000,00000000000  
   20-09-2011   	    49.270.000,00000000000  
   21-09-2011   	    49.264.000,00000000000  
   22-09-2011   	    49.142.000,00000000000  
   23-09-2011   	    49.060.000,00000000000  
   26-09-2011   	    48.983.000,00000000000  
   27-09-2011   	    48.995.000,00000000000  
   28-09-2011   	    48.860.000,00000000000  
   29-09-2011   	    48.721.000,00000000000  
   30-09-2011   	    48.590.000,00000000000  
   03-10-2011   	    48.409.000,00000000000  
   04-10-2011   	    48.279.000,00000000000  
   05-10-2011   	    48.249.000,00000000000  
   06-10-2011   	    48.310.000,00000000000  
   07-10-2011   	    48.235.000,00000000000  
   11-10-2011   	    48.132.000,00000000000  
   12-10-2011   	    48.209.000,00000000000  
   13-10-2011   	    48.205.000,00000000000  
   14-10-2011   	    48.241.000,00000000000  
   17-10-2011   	    48.032.000,00000000000  
   18-10-2011   	    48.095.000,00000000000  
   19-10-2011   	    47.985.000,00000000000  
   20-10-2011   	    47.828.000,00000000000  
   21-10-2011   	    47.806.000,00000000000  
   24-10-2011   	    47.806.000,00000000000  
   25-10-2011   	    47.768.000,00000000000  
   26-10-2011   	    47.701.000,00000000000  
   27-10-2011   	    47.627.000,00000000000  
   28-10-2011   	    47.587.000,00000000000  
   31-10-2011   	    47.523.000,00000000000  
   01-11-2011   	    47.429.000,00000000000  
   02-11-2011   	    47.450.000,00000000000  
   03-11-2011   	    47.408.000,00000000000  
   04-11-2011   	    47.274.000,00000000000  
   07-11-2011   	    47.089.000,00000000000  
   08-11-2011   	    46.964.000,00000000000  
   09-11-2011   	    46.824.000,00000000000  
   10-11-2011   	    46.661.000,00000000000  
   11-11-2011   	    46.581.000,00000000000  
   14-11-2011   	    46.317.000,00000000000  
   15-11-2011   	    46.127.000,00000000000  
   16-11-2011   	    46.077.000,00000000000  
   17-11-2011   	    46.005.000,00000000000  
   18-11-2011   	    46.022.000,00000000000  
   21-11-2011   	    45.966.000,00000000000  
   22-11-2011   	    46.059.000,00000000000  
   23-11-2011   	    46.033.000,00000000000  
   24-11-2011   	    46.052.000,00000000000  
   25-11-2011   	    45.947.000,00000000000  
   29-11-2011   	    46.000.000,00000000000  
   30-11-2011   	    46.062.000,00000000000  
   01-12-2011   	    46.105.000,00000000000  
   02-12-2011   	    46.138.000,00000000000  
   05-12-2011   	    46.087.000,00000000000  
   06-12-2011   	    46.164.000,00000000000  
   07-12-2011   	    46.371.000,00000000000  
   12-12-2011   	    46.443.000,00000000000  
   13-12-2011   	    46.574.000,00000000000  
   14-12-2011   	    44.703.000,00000000000  
   15-12-2011   	    44.809.000,00000000000  
   16-12-2011   	    45.060.000,00000000000  
   19-12-2011   	    45.221.000,00000000000  
   20-12-2011   	    45.412.000,00000000000  
   21-12-2011   	    45.676.000,00000000000  
   22-12-2011   	    46.096.000,00000000000  
   23-12-2011   	    46.274.000,00000000000  
   27-12-2011   	    46.323.000,00000000000  
   28-12-2011   	    46.229.000,00000000000  
   29-12-2011   	    46.319.000,00000000000  
   30-12-2011   	    46.376.000,00000000000  
   03-01-2012   	    46.231.000,00000000000  
   04-01-2012   	    46.446.000,00000000000  
   05-01-2012   	    46.440.000,00000000000  
   06-01-2012   	    46.426.000,00000000000  
   09-01-2012   	    46.222.000,00000000000  
   10-01-2012   	    46.375.000,00000000000  
   11-01-2012   	    46.419.000,00000000000  
   12-01-2012   	    46.517.000,00000000000  
   13-01-2012   	    46.636.000,00000000000  
   16-01-2012   	    46.636.000,00000000000  
   17-01-2012   	    46.682.000,00000000000  
   18-01-2012   	    46.646.000,00000000000  
   19-01-2012   	    46.672.000,00000000000  
   20-01-2012   	    46.678.000,00000000000  
   23-01-2012   	    46.729.000,00000000000  
   24-01-2012   	    46.699.000,00000000000  
   25-01-2012   	    46.680.000,00000000000  
   26-01-2012   	    46.700.000,00000000000  
   27-01-2012   	    46.669.000,00000000000  
   30-01-2012   	    46.609.000,00000000000  
   31-01-2012   	    46.594.000,00000000000  
   01-02-2012   	    46.673.000,00000000000  
   02-02-2012   	    46.685.000,00000000000  
   03-02-2012   	    46.700.000,00000000000  
   06-02-2012   	    46.692.000,00000000000  
   07-02-2012   	    46.722.000,00000000000  
   08-02-2012   	    46.747.000,00000000000  
   09-02-2012   	    46.749.000,00000000000  
   10-02-2012   	    46.818.000,00000000000  
   13-02-2012   	    46.873.000,00000000000  
   14-02-2012   	    46.884.000,00000000000  
   15-02-2012   	    46.829.000,00000000000  
   16-02-2012   	    46.826.000,00000000000  
   17-02-2012   	    46.869.000,00000000000  
   22-02-2012   	    46.885.000,00000000000  
   23-02-2012   	    46.906.000,00000000000  
   24-02-2012   	    46.897.000,00000000000  
   28-02-2012   	    46.899.000,00000000000  
   29-02-2012   	    46.668.000,00000000000  
   01-03-2012   	    46.700.000,00000000000  
   02-03-2012   	    46.781.000,00000000000  
   05-03-2012   	    46.838.000,00000000000  
   06-03-2012   	    46.828.000,00000000000  
   07-03-2012   	    46.894.000,00000000000  
   08-03-2012   	    47.056.000,00000000000  
   09-03-2012   	    47.112.000,00000000000  
   12-03-2012   	    47.178.000,00000000000  
   13-03-2012   	    47.223.000,00000000000  
   14-03-2012   	    47.165.000,00000000000  
   15-03-2012   	    47.149.000,00000000000  
   16-03-2012   	    47.243.000,00000000000  
   19-03-2012   	    47.249.000,00000000000  
   20-03-2012   	    47.286.000,00000000000  
   21-03-2012   	    47.304.000,00000000000  
   22-03-2012   	    47.315.000,00000000000  
   23-03-2012   	    47.371.000,00000000000  
   26-03-2012   	    47.415.000,00000000000  
   27-03-2012   	    47.470.000,00000000000  
   28-03-2012   	    47.512.000,00000000000  
   29-03-2012   	    47.531.000,00000000000  
   30-03-2012   	    47.291.000,00000000000  
   03-04-2012   	    47.241.000,00000000000  
   04-04-2012   	    47.164.000,00000000000  
   09-04-2012   	    47.177.000,00000000000  
   10-04-2012   	    47.279.000,00000000000  
   11-04-2012   	    47.381.000,00000000000  
   12-04-2012   	    47.508.000,00000000000  
   13-04-2012   	    47.598.000,00000000000  
   16-04-2012   	    47.442.000,00000000000  
   17-04-2012   	    47.470.000,00000000000  
   18-04-2012   	    47.437.000,00000000000  
   19-04-2012   	    47.443.000,00000000000  
   20-04-2012   	    47.472.000,00000000000  
   23-04-2012   	    47.518.000,00000000000  
   24-04-2012   	    47.627.000,00000000000  
   25-04-2012   	    47.644.000,00000000000  
   26-04-2012   	    47.715.000,00000000000  
   27-04-2012   	    47.844.000,00000000000  
   02-05-2012   	    47.553.000,00000000000  
   03-05-2012   	    47.492.000,00000000000  
   04-05-2012   	    47.593.000,00000000000  
   07-05-2012   	    47.587.000,00000000000  
   08-05-2012   	    47.458.000,00000000000  
   09-05-2012   	    47.425.000,00000000000  
   10-05-2012   	    47.532.000,00000000000  
   11-05-2012   	    47.643.000,00000000000  
   14-05-2012   	    47.515.000,00000000000  
   15-05-2012   	    47.589.000,00000000000  
   16-05-2012   	    47.648.000,00000000000  
   17-05-2012   	    47.645.000,00000000000  
   18-05-2012   	    47.589.000,00000000000  
   21-05-2012   	    47.484.000,00000000000  
   22-05-2012   	    47.302.000,00000000000  
   23-05-2012   	    47.171.000,00000000000  
   24-05-2012   	    47.154.000,00000000000  
   28-05-2012   	    47.157.000,00000000000  
   29-05-2012   	    47.086.000,00000000000  
   30-05-2012   	    46.952.000,00000000000  
   31-05-2012   	    46.978.000,00000000000  
   01-06-2012   	    47.111.000,00000000000  
   04-06-2012   	    47.037.000,00000000000  
   05-06-2012   	    46.886.000,00000000000  
   06-06-2012   	    46.838.000,00000000000  
   07-06-2012   	    46.733.000,00000000000  
   08-06-2012   	    46.737.000,00000000000  
   11-06-2012   	    46.717.000,00000000000  
   12-06-2012   	    46.687.000,00000000000  
   13-06-2012   	    46.637.000,00000000000  
   14-06-2012   	    46.498.000,00000000000  
   15-06-2012   	    46.504.000,00000000000  
   18-06-2012   	    46.511.000,00000000000  
   19-06-2012   	    46.451.000,00000000000  
   21-06-2012   	    46.308.000,00000000000  
   22-06-2012   	    46.296.000,00000000000  
   25-06-2012   	    46.394.000,00000000000  
   26-06-2012   	    46.393.000,00000000000  
   27-06-2012   	    46.453.000,00000000000  
   28-06-2012   	    46.475.000,00000000000  
   29-06-2012   	    46.348.000,00000000000  
   02-07-2012   	    46.215.000,00000000000  
   03-07-2012   	    46.314.000,00000000000  
   04-07-2012   	    46.293.000,00000000000  
   05-07-2012   	    46.435.000,00000000000  
   06-07-2012   	    46.436.000,00000000000  
   10-07-2012   	    46.520.000,00000000000  
   11-07-2012   	    46.608.000,00000000000  
   12-07-2012   	    46.665.000,00000000000  
   13-07-2012   	    46.747.000,00000000000  
   16-07-2012   	    46.812.000,00000000000  
   17-07-2012   	    46.816.000,00000000000  
   18-07-2012   	    46.811.000,00000000000  
   19-07-2012   	    46.752.000,00000000000  
   20-07-2012   	    46.792.000,00000000000  
   23-07-2012   	    46.779.000,00000000000  
   24-07-2012   	    46.732.000,00000000000  
   25-07-2012   	    46.735.000,00000000000  
   26-07-2012   	    46.809.000,00000000000  
   27-07-2012   	    46.839.000,00000000000  
   30-07-2012   	    46.723.000,00000000000  
   31-07-2012   	    46.818.000,00000000000  
   01-08-2012   	    46.807.000,00000000000  
   02-08-2012   	    46.727.000,00000000000  
   03-08-2012   	    45.009.000,00000000000  
